Event,Date,WinningFighter,LosingFighter,Method,WeightClass,WinningFighterBirthday,LosingFighterBirthday,ChampBoutBool,GenderBool
UFC 123: Rampage vs Machida,"November 20, 2010",BJ Penn,Matt Hughes,KO/TKO Punch,Welterweight,"Dec 13, 1978","Oct 13, 1973",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Maiquel Falcao,Gerald Harris,U-DEC,Middleweight,"Mar 08, 1981","Nov 19, 1979",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Phil Davis,Tim Boetsch,SUB Kimura,Light Heavyweight,"Sep 25, 1984","Jan 28, 1981",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",George Sotiropoulos,Joe Lauzon,SUB Kimura,Lightweight,"Jul 09, 1977","May 22, 1984",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Brian Foster,Matt Brown,SUB Guillotine Choke,Welterweight,"Apr 03, 1984","Jan 10, 1981",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Mark Munoz,Aaron Simpson,U-DEC,Middleweight,"Feb 09, 1978","Jul 20, 1974",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Dennis Hallman,Karo Parisyan,KO/TKO Punches,Welterweight,"Dec 02, 1975","Aug 28, 1982",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Edson Barboza,Mike Lullo,KO/TKO Kicks,Lightweight,"Jan 21, 1986","Jul 24, 1979",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Paul Kelly,TJ O'Brien,KO/TKO Elbows,Lightweight,"Sep 12, 1984","Jan 01, 1987",False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Nik Lentz,Tyson Griffin,S-DEC,Lightweight,"Aug 13, 1984","Apr 20, 1984",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Yushin Okami,Nate Marquardt,U-DEC,Middleweight,"Jul 21, 1981","Apr 20, 1979",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Dennis Siver,Andre Winner,SUB Rear Naked Choke,Lightweight,"Jan 13, 1979","Nov 09, 1981",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Amir Sadollah,Peter Sobotta,U-DEC,Welterweight,"Aug 27, 1980","Jan 11, 1987",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Krzysztof Soszynski,Goran Reljic,U-DEC,Light Heavyweight,"Aug 02, 1977","Mar 20, 1984",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Duane Ludwig,Nick Osipczak,S-DEC,Welterweight,"Aug 04, 1978","Dec 30, 1984",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Vladimir Matyushenko,Alexandre Ferreira,KO/TKO Elbows,Light Heavyweight,"Jan 04, 1971","Apr 25, 1979",False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Kyle Noke,Rob Kimmons,SUB Rear Naked Choke,Middleweight,"Mar 18, 1980","Jan 30, 1981",False,False
